i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,total_mins_surgery_time,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
0,duration_40th_percentile,2015-03-01,46,0.9641473103012357,18.705734706824956,3663.1825676454964,2,4,9
1,duration_40th_percentile,2015-03-01,48,0.9569653106737575,121.06569047756466,3738.3945648243675,3,5,7
2,duration_40th_percentile,2015-03-01,48,0.947674038544121,86.10744701344595,3668.3153127102237,2,4,7
3,duration_40th_percentile,2015-03-01,49,0.9477200499191218,34.69751605588078,3617.0793047501616,2,4,6
4,duration_40th_percentile,2015-03-01,48,0.9525512769677558,121.09063433818756,3721.7344612763036,1,3,7
5,duration_40th_percentile,2015-03-01,50,0.9654701172979959,118.32456446987953,3767.801607856304,2,4,5
6,duration_40th_percentile,2015-03-01,44,0.9568824131705388,228.42973035691352,3845.44525214155,3,5,11
7,duration_40th_percentile,2015-03-01,45,0.9548305331376875,320.9638063112153,3930.223221571674,2,5,10
8,duration_40th_percentile,2015-03-01,48,0.9489746612674542,95.45591980007168,3682.5801393910488,2,4,7
9,duration_40th_percentile,2015-03-01,49,0.968243939049614,194.36107314427136,3854.323162751812,4,4,6
10,duration_40th_percentile,2015-03-01,42,0.9828531327307436,334.5521376805758,4049.736979402787,3,5,13
11,duration_40th_percentile,2015-03-01,46,0.9569350888617978,91.75688519713503,3708.9715210947306,2,5,9
12,duration_40th_percentile,2015-03-01,44,0.9391230835575465,207.05969676559346,3756.9449526131193,2,5,11
13,duration_40th_percentile,2015-03-01,45,0.9601508083004539,129.26517480975565,3758.6352301854713,1,5,10
14,duration_40th_percentile,2015-03-01,46,0.9799187667245198,125.26417328535183,3829.3571115040363,4,5,9
15,duration_40th_percentile,2015-03-01,50,0.9472893950945729,97.32370301548065,3678.077616472966,2,3,5
16,duration_40th_percentile,2015-03-01,48,0.9528828317046615,151.89851491917625,3753.795618762797,2,4,7
17,duration_40th_percentile,2015-03-01,46,0.9299737634434019,70.73510025180963,3586.035926067869,1,5,9
18,duration_40th_percentile,2015-03-01,44,0.9490665950016753,98.73695984555457,3686.208688951887,2,6,11
19,duration_40th_percentile,2015-03-01,48,0.9518167796586935,177.8934835344537,3775.760910644316,2,4,7
20,duration_40th_percentile,2015-03-01,43,0.9509784932945868,141.7097489080785,3736.4084535616166,3,6,12
21,duration_40th_percentile,2015-03-01,43,0.9415489106164393,218.89923609282357,3777.9541182229646,2,5,12
